NOMBRE_LUGAR,CATEGORIA,ZONA,LONGITUD,LATITUD
FT TRYON PARK CLOISTERS SOUTHERN PARKING LOT,Parques y Jardines,Manhattan,-73.93208355882,40.864093790456
CENTRAL PARK ARTHUR ROSS PINETUM PLAYGROUND,Parques y Jardines,Manhattan,-73.967374953895,40.783312642402
ST NICHOLAS PLAYGROUND NORTH,Parques y Jardines,Manhattan,-73.946390439008,40.812208363543
RIVERSIDE STUDIOS HOTEL,Comercial y Hoteles,Manhattan,-73.986585268849,40.779634297053
COLUMBIA UNIVERSITY PRESIDENTS HOUSE,Educacion,Manhattan,-73.959445940206,40.806384941876
CAMPOS PLAZA II BUILDING 4,Residencial,Manhattan,-73.977516584281,40.728907848329
FRICK COLLECTION,Cultura,Manhattan,-73.967277240929,40.771211012432
RANGEL HOUSES BUILDING 8,Residencial,Manhattan,-73.936027974429,40.833168953721
DEP WARDS ISLAND ENGINEERS TRAILER 89,Monumentos y Plazas,Manhattan,-73.921411546411,40.790893542453
TEACHERS COLLEGE THOMPSON HALL,Educacion,Manhattan,-73.961237130209,40.810470304643
CLUB QUARTERS HOTEL OPPOSITE ROCKEFELLER CENTER,Comercial y Hoteles,Manhattan,-73.97820115215,40.759964419434
CHELSEA HOUSES BUILDING 1,Residencial,Manhattan,-74.001496309895,40.748713423251
PLAYWRIGHTS HORIZONS THEATER,Cultura,Manhattan,-73.993665587826,40.758551754413
DOUGLASS 2 PROJECTS BLDG 1,Residencial,Manhattan,-73.966232936784,40.796816982791
4 WORLD TRADE CENTER,Comercial y Hoteles,Manhattan,-74.011794243515,40.710391026053
TAFT REHABS BUILDING 1,Residencial,Manhattan,-73.955456817823,40.800957237031
ST NICHOLAS HOUSES BUILDING 6,Residencial,Manhattan,-73.948412392978,40.811123334785
RANDALLS ISLAND FIELD 75,Parques y Jardines,Manhattan,-73.928087889296,40.782869430034
SUNKEN MEADOW FIELD 14,Parques y Jardines,Manhattan,-73.917349051888,40.795394792841
NEW SCHOOL STUDENT STUDY CENTER,Educacion,Manhattan,-73.993682606222,40.736381867014
RUPPERT PARK,Parques y Jardines,Manhattan,-73.950211317496,40.780921688464
DISTRICT 2 PRE-K CENTER WASHINGTON ST,Educacion,Manhattan,-74.015590147433,40.705708578936
MARBLE HILL HOUSES BUILDING 3,Residencial,Manhattan,-73.907682727739,40.874021487685
MARRIOTT RESIDENCE INN MIDTOWN EAST,Comercial y Hoteles,Manhattan,-73.972650668342,40.754814478461
WALD HOUSES BUILDING 3,Residencial,Manhattan,-73.977347234119,40.721105779355
NY PASSPORT AGENCY OFFICE,Administracion Publica,Manhattan,-74.006828654399,40.728371190386
MANHATTAN COMMUNITY BOARD 6,Administracion Publica,Manhattan,-73.966115260757,40.752390548402
DYCKMAN PEDESTRIAN BRIDGE,Parques y Jardines,Manhattan,-73.929421313501,40.873805067767
GRANT HOUSES BUILDING 9,Residencial,Manhattan,-73.955309836156,40.811448976855
SMITH HOUSES BUILDING 8,Residencial,Manhattan,-73.999547674465,40.711365001087
BARUCH COLLEGE WILLIAM & ANITA NEWMAN VERTICAL CAMPUS,Educacion,Manhattan,-73.983378102825,40.740235117204
DANTE PARK,Parques y Jardines,Manhattan,-73.98253794749,40.771871204713
PS 124 YUNG WING,Educacion,Manhattan,-73.995537030688,40.714408349635
THE LEXINGTON ACADEMY,Educacion,Manhattan,-73.94757016385,40.791325730933
COLUMBIA UNIVERSITY MEDICAL CENTER HAMMER HEALTH SCIENCES CENTER,Educacion,Manhattan,-73.942542968529,40.842608307688
AHEARN PARK,Parques y Jardines,Manhattan,-73.983534862423,40.714785072912
14 STREET Y,Cultura,Manhattan,-73.98332183505,40.731376083813
RIVERBANK PARK SUPPORT BUILDING,Parques y Jardines,Manhattan,-73.95602081487,40.825900390954
AMC LOEWS 84 ST THEATRE,Cultura,Manhattan,-73.97734215406,40.786729623692
HIGH SCHOOL FOR LAW AND PUBLIC SERVICE,Educacion,Manhattan,-73.926384398885,40.855616056036
KENILWORTH APARTMENTS,Residencial,Manhattan,-73.974638290667,40.778433043784
STUYVESANT SQUARE,Parques y Jardines,Manhattan,-73.984416138786,40.733861309831
BRONX SHORE FIELD 4,Parques y Jardines,Manhattan,-73.922939091349,40.800867282995
DE LA SALLE ACADEMY,Educacion,Manhattan,-73.990919710094,40.758447094722
PAYSON PLAYGROUND,Parques y Jardines,Manhattan,-73.928728910759,40.86718553814
URBAN ASSEMBLY SCHOOL FOR MEDIA STUDIES,Educacion,Manhattan,-73.985016804001,40.774753440507
HIGH LINE GANSEVORT ST ENTRANCE,Parques y Jardines,Manhattan,-74.00824240141,40.73951749957
THE BROOKLYN BARGE,Comercial y Hoteles,Manhattan,-73.961103204676,40.729242329938
FORT WASHINGTON AVE REHAB HOUSES,Residencial,Manhattan,-73.94420538274,40.839224856844
DEP WARDS ISLAND POWER CENTER 5 A,Monumentos y Plazas,Manhattan,-73.923389136884,40.786512820226
CHATHAM SQUARE LIBRARY,Cultura,Manhattan,-73.996491165082,40.713356220959
PARSONS SCHOOL OF DESIGN THE NEW SCHOOL,Educacion,Manhattan,-73.994570730191,40.735161027846
CENTRAL PARK PINETUM PLAYGROUND,Parques y Jardines,Manhattan,-73.967190450325,40.783223329716
NEW YORK UNIVERSITY PALLADIUM HALL,Educacion,Manhattan,-73.988229326305,40.733436837054
BISHOP PERRY HALL,Parques y Jardines,Manhattan,-73.938393566382,40.815779467696
WINTER GARDEN THEATRE,Cultura,Manhattan,-73.983649145538,40.761452113107
CCNY FIRE HOUSE ART STUDIO,Educacion,Manhattan,-73.95059435417,40.822217692136
LINCOLN CORRECTIONAL FACILITY,Administracion Publica,Manhattan,-73.950607048796,40.797730099906
SUNKEN MEADOW FIELD 32,Parques y Jardines,Manhattan,-73.916446435889,40.794007850388
BROWNSTONES HOUSES BUILDING 5,Residencial,Manhattan,-73.970051249993,40.791577468638
HIGH LINE 11 AVE ENTRANCE,Parques y Jardines,Manhattan,-74.003862850436,40.753484167332
COLUMBIA UNIVERSITY 154 HAVEN AVE,Educacion,Manhattan,-73.942816919584,40.846215079586
JEFFERSON HOUSES BUILDING 1,Residencial,Manhattan,-73.938150254428,40.795792447001
CORT THEATRE,Cultura,Manhattan,-73.983040066129,40.75913973887
REBECCA SCHOOL FOR AUTISM,Educacion,Manhattan,-73.983923000851,40.744743735035
ANDAZ HOTEL 5TH AVE,Comercial y Hoteles,Manhattan,-73.980957023208,40.752828057544
PETER COOPER VILLAGE - 7 PCR,Residencial,Manhattan,-73.975224057812,40.734446129151
LIBERTY HIGH SCHOOL ACADEMY FOR NEWCOMERS,Educacion,Manhattan,-74.000190222559,40.741888678153
THEODORE ROOSEVELT PARK,Parques y Jardines,Manhattan,-73.97506600913,40.78178144128
EUCLID HALL BUILDING,Residencial,Manhattan,-73.977100609276,40.788083639005
COLUMBIA UNIVERSITY CHANDLER HALL,Educacion,Manhattan,-73.962300413572,40.80962683086
DYCKMAN HOUSES,Residencial,Manhattan,-73.922796971744,40.861109426897
ST NICHOLAS HOUSES BUILDING 13,Residencial,Manhattan,-73.946287786918,40.812582256238
CHRYSLER BUILDING,Monumentos y Plazas,Manhattan,-73.975420116753,40.751805840505
SEWARD PARK EXTENSION HOUSES,Residencial,Manhattan,-73.98849730959,40.717126354322
PARAMOUNT HOTEL,Comercial y Hoteles,Manhattan,-73.98712601848,40.759630129535
TAFT REHABS BUILDING 3,Residencial,Manhattan,-73.952419830321,40.804266831432
MANHATTAN HOUSE BUILDING,Residencial,Manhattan,-73.962060122586,40.765009664194
ISRAEL MISSION TO UN,Administracion Publica,Manhattan,-73.971648584856,40.750083730574
MANHATTAN BRIDGES HIGH SCHOOL,Educacion,Manhattan,-73.993524260185,40.765722492355
CENTRAL PARK ROMEO AND JULIET SCULPTURE,Parques y Jardines,Manhattan,-73.968943811114,40.780551380672
ROCK CENTER CAFE,Comercial y Hoteles,Manhattan,-73.978320171452,40.758860592373
THE PLAZA HOTEL,Comercial y Hoteles,Manhattan,-73.974129908319,40.764340389682
WILSON HOUSES BUILDING 2,Residencial,Manhattan,-73.939112285191,40.788793063323
A PHILIP RANDOLPH SQUARE,Monumentos y Plazas,Manhattan,-73.9524516225,40.803897770197
XAVIER HIGH SCHOOL,Educacion,Manhattan,-73.994623556617,40.737934956659
PS 125 RALPH BUNCHE,Educacion,Manhattan,-73.956304496848,40.810850450977
RUDOLF STEINER LOWER SCHOOL,Educacion,Manhattan,-73.962787292677,40.776845307223
JOLLY MADISON TOWER HOTEL,Comercial y Hoteles,Manhattan,-73.980943387303,40.750036661365
HOTEL 17,Comercial y Hoteles,Manhattan,-73.984568787342,40.734857827143
AMERICAN STOCK EXCHANGE BUILDING,Monumentos y Plazas,Manhattan,-74.012665378464,40.70864768326
GRAND CENTRAL LIBRARY,Cultura,Manhattan,-73.973539068057,40.753940342585
GAYLORD WHITE HOUSES COMPLEX,Residencial,Manhattan,-73.943639211066,40.789678428147
SUCCESS ACADEMY HIGH SCHOOL OF THE LIBERAL ARTS,Educacion,Manhattan,-73.981208532757,40.746438997892
NEW YORK UNIVERSITY 25 W 4 ST,Educacion,Manhattan,-73.995298903459,40.729177105969
WOOLWORTH BUILDING,Monumentos y Plazas,Manhattan,-74.008032722153,40.712474294003
HOTEL PENNSYLVANIA,Comercial y Hoteles,Manhattan,-73.990858180949,40.749994138619
HAROLD & MIRIAM STEINBERG CENTER FOR THEATRE,Cultura,Manhattan,-73.982871714082,40.758008237791
RIVERBANK PARK EAST ELEVATOR,Parques y Jardines,Manhattan,-73.953811836949,40.827661735352
DCA SECONDHAND DEALER FIREARMS LICENSING CENTER,Administracion Publica,Manhattan,-74.012824835453,40.706102733754
STUYVESANT TOWN 535 E 14 545 E 14,Residencial,Manhattan,-73.978246075382,40.729960687291
BELLEVUE SOUTH PARK PLAYGROUND SOUTH,Parques y Jardines,Manhattan,-73.978080559401,40.739853482304
HUDSON RIVER PARK BASKETBALL COURT HARRISON ST,Parques y Jardines,Manhattan,-74.01293998071,40.718790946833
MURRAY BERGTRAUM HIGH SCHOOL ATHLETIC FIELD,Parques y Jardines,Manhattan,-73.99329373627,40.710002073239
JAMES A FARLEY POST OFFICE,Administracion Publica,Manhattan,-73.994922952089,40.751145587493
PETER COOPER VILLAGE - 5 PCR,Residencial,Manhattan,-73.976195172324,40.73485153794
HARLEM YMCA,Cultura,Manhattan,-73.942887535378,40.814717590742
RAOUL WALLENBERG MONUMENT,Monumentos y Plazas,Manhattan,-73.967645812887,40.751808149565
REGAL CINEMA BATTERY PARK STADIUM 11,Cultura,Manhattan,-74.015604225553,40.715106776902
COLUMBUS PARK COMFORT STATION 2,Parques y Jardines,Manhattan,-73.999825872993,40.715931038546
SUNKEN MEADOW FIELD 28,Parques y Jardines,Manhattan,-73.915631483607,40.792552998111
HARLEM VALLEY GARDEN,Parques y Jardines,Manhattan,-73.943603879731,40.814557807498
NEW YORK UNIVERSITY CENTER FOR NEURAL SCIENCE,Educacion,Manhattan,-73.994346777466,40.729156440151
VLADECK HOUSES BUILDING 16,Residencial,Manhattan,-73.980926318362,40.711914672589
FORT WASHINGTON PARK TENNIS COURTS,Parques y Jardines,Manhattan,-73.946286646793,40.848037894033
BETHUNE GARDENS,Residencial,Manhattan,-73.941982710057,40.832404019558
LONGACRE HOUSE APARTMENTS,Residencial,Manhattan,-73.98640744137,40.762612417612
ISAACS HOUSES BUILDING 2,Residencial,Manhattan,-73.944808198229,40.781994570418
ARLINGTON EDINBORO PLAYGROUND,Parques y Jardines,Manhattan,-73.946857780981,40.820356098595
AVE D PUMP STATION DEP,Administracion Publica,Manhattan,-73.973606140134,40.726356445379
CITY COLLEGE OF NY NORTH ACADEMIC CENTER,Educacion,Manhattan,-73.950758349042,40.819550550767
HRA HASA SERVICE LINE INTAKE UNIT,Administracion Publica,Manhattan,-73.995224208788,40.749342028619
DSNY GARAGE MANHATTAN 3,Administracion Publica,Manhattan,-73.986066428241,40.709738417587
RANGEL HOUSES COMPLEX,Residencial,Manhattan,-73.936475607858,40.833324847211
HUDSON HOTEL,Comercial y Hoteles,Manhattan,-73.984883959926,40.768253458291
SAMUEL I MHOP HOUSES BUILDING 43,Residencial,Manhattan,-73.941089462366,40.817385479814
SWEDISH TRADE COMMISSIONER,Administracion Publica,Manhattan,-73.970059049135,40.75350798947
WILLOUGHBYS CAMERAS,Comercial y Hoteles,Manhattan,-73.986269742785,40.746532618177
CITY WINERY,Comercial y Hoteles,Manhattan,-74.009291905451,40.743258313542
BARUCH HOUSES BUILDING 7,Residencial,Manhattan,-73.977904142813,40.717212026328
STRAUS HOUSES COMMUNITY CENTER,Residencial,Manhattan,-73.979789218868,40.74099335732
PLAYGROUND 89,Parques y Jardines,Manhattan,-73.97193504422,40.788706020048
CENTURY ASSOCIATION CLUB,Cultura,Manhattan,-73.981003821385,40.754608978698
MADISON SQUARE PARK,Parques y Jardines,Manhattan,-73.987987440069,40.742161123785
HAYDEN PLANETARIUM,Cultura,Manhattan,-73.973238559611,40.781569490268
WAGNER HOUSES BUILDING 10,Residencial,Manhattan,-73.930389830905,40.799300609987
COLUMBIA UNIVERSITY NORTHERN CORNER BUILDING,Educacion,Manhattan,-73.961866989259,40.810214437399
WAGNER HOUSES BUILDING 9,Residencial,Manhattan,-73.932465281766,40.799376592878
PS 155 WILLIAM PACA,Educacion,Manhattan,-73.936264602021,40.797476873596
PS 84 LILLIAN WEBER,Educacion,Manhattan,-73.968039898353,40.789532790218
MID MANHATTAN LIBRARY,Cultura,Manhattan,-73.98168433808,40.751900921783
HEWITT SCHOOL 75 ST,Educacion,Manhattan,-73.963134874945,40.773545134681
COLUMBIA UNIVERSITY GRADUATE SCHOOL OF ARCHITECTURE PLANNING & PRESERVATION,Educacion,Manhattan,-73.960947623252,40.808220949134
WASHINGTON HOUSES BUILDING 4,Residencial,Manhattan,-73.946273533685,40.785979675897
BARNARD COLLEGE SULZBERGER HALL,Educacion,Manhattan,-73.963907027151,40.808677531214
AMSTERDAM ADDITION PROJECTS,Residencial,Manhattan,-73.986959379704,40.774725235708
METLIFE BUILDING,Monumentos y Plazas,Manhattan,-73.976685947269,40.753811545044
BENJAMIN HOTEL,Comercial y Hoteles,Manhattan,-73.972015228791,40.756530415876
ROOSEVELT ISLAND RACQUET CLUB,Parques y Jardines,Manhattan,-73.955003911601,40.756851389351
WASHINGTON BRIDGE POST OFFICE,Administracion Publica,Manhattan,-73.93216280044,40.848472272518
CASTLE BRIDGE SCHOOL,Educacion,Manhattan,-73.938952924416,40.841337044341
RANGEL HOUSES BUILDING 1,Residencial,Manhattan,-73.936013295316,40.83221039676
IROQUOIS HOTEL,Comercial y Hoteles,Manhattan,-73.98202610551,40.755829770263
WASHINGTON HTS REHAB PHASE III HOUSES BUILDING 5,Residencial,Manhattan,-73.938057898258,40.837102625831
MARTIN LUTHER KING JR PLAYGROUND,Parques y Jardines,Manhattan,-73.950489227201,40.800151532891
SAMUEL CITY HOUSES BUILDING 25,Residencial,Manhattan,-73.938214906592,40.819782968806
SPECIAL MUSIC SCHOOL,Educacion,Manhattan,-73.983006941599,40.775224671477
TAFT HOUSES BUILDING 3,Residencial,Manhattan,-73.94688784302,40.798749350861
TAFT HOUSES BUILDING 1,Residencial,Manhattan,-73.94693662069,40.798108297602
125 STREET LIBRARY,Cultura,Manhattan,-73.934851620888,40.803064195357
BARNARD COLLEGE HEWITT HALL,Educacion,Manhattan,-73.964417690221,40.808762882931
HARLEM GROWN 131 STREET FARM,Parques y Jardines,Manhattan,-73.941209892947,40.810762792544
WASHINGTON HOUSES BUILDING 8,Residencial,Manhattan,-73.946320110135,40.788551374196
POLO GROUNDS TOWERS BLDG 6,Residencial,Manhattan,-73.936596110809,40.830641082428
EGYPT CONSULATE,Administracion Publica,Manhattan,-73.964240646389,40.760232243152
WASHINGTON HTS REHAB I & II BUILDING 1,Residencial,Manhattan,-73.933497733656,40.84518776555
LA GUARDIA HOUSES BUILDING 2,Residencial,Manhattan,-73.989305036033,40.711655951321
SUNKEN MEADOW FIELD 23,Parques y Jardines,Manhattan,-73.917610783474,40.793385715235
SONY HALL,Cultura,Manhattan,-73.987028409024,40.759596204979
UNION SQUARE PARK PAVILION,Monumentos y Plazas,Manhattan,-73.989983959701,40.736469424853
BLACKWELL HOUSE,Monumentos y Plazas,Manhattan,-73.951134043524,40.760354031802
LEMAN MANHATTAN PREPARATORY UPPER SCHOOL,Educacion,Manhattan,-74.013930917657,40.705940777643
COP COT,Parques y Jardines,Manhattan,-73.976482277349,40.766882393366
CHILDRENS ACADEM,Educacion,Manhattan,-73.951992769473,40.774434843959
WAGNER POOL,Parques y Jardines,Manhattan,-73.932897061072,40.801899319454
MURRY BERGTRAUM HIGH SCHOOL FOR BUSINESS CAREERS,Educacion,Manhattan,-74.001779697239,40.711351611919
BARUCH COLLEGE,Educacion,Manhattan,-73.98456303453,40.739010098566
HIGH SCHOOL FOR MEDIA AND COMMUNICATIONS,Educacion,Manhattan,-73.926263688497,40.855752028367
FIRST STREET GARDEN,Parques y Jardines,Manhattan,-73.989628714065,40.723973441705
MOUNT CARMEL HOLY ROSARY SCHOOL,Educacion,Manhattan,-73.931835965623,40.797338127813
COLUMBIA UNIVERSITY MCVICKAR HALL,Educacion,Manhattan,-73.966672437197,40.806529540098
CHERRY LANE THEATRE,Cultura,Manhattan,-74.005329494704,40.731299581371
NYU BROADWAY BLOCK C,Educacion,Manhattan,-73.993713175033,40.729473628693
CENTRAL PARK EAST II SCHOOL,Educacion,Manhattan,-73.940984711318,40.785497912339
MANDELL SCHOOL PRE SCHOOL WEST VILLAGE,Educacion,Manhattan,-74.008358166753,40.732444897109
FORT GEORGE POST OFFICE,Administracion Publica,Manhattan,-73.931177616453,40.858908809768
AMSTERDAM HOUSES BUILDING 5,Residencial,Manhattan,-73.986855832783,40.773132984738
EAST VILLAGE COMMUNITY SCHOOL,Educacion,Manhattan,-73.978383411433,40.72765639796
MARITIME HOTEL,Comercial y Hoteles,Manhattan,-74.003977326869,40.742310141299
SUNSHINE HOTEL,Comercial y Hoteles,Manhattan,-73.992869655802,40.722500123724
PS 34 FRANKLIN D ROOSEVELT,Educacion,Manhattan,-73.975242813238,40.726304850138
WHITNEY MUSEUM OF AMERICAN ART,Cultura,Manhattan,-74.009160241631,40.739553188208
PETER COOPER VILLAGE 360 1 AV,Residencial,Manhattan,-73.979014567311,40.735515403389
TEMPO APARTMENTS,Comercial y Hoteles,Manhattan,-73.982632232139,40.779741824388
US BANKRUPTCY COURT,Administracion Publica,Manhattan,-74.013731811949,40.704284329137
117 STREET COMMUNITY GARDEN,Parques y Jardines,Manhattan,-73.940492652307,40.798902164834
CENTRAL PARK MCGOWANS PASS,Parques y Jardines,Manhattan,-73.952558935063,40.795623523786
CENTRAL PARK RESERVOIR PUMP HOUSE N,Parques y Jardines,Manhattan,-73.961375118569,40.788869570182
INWOOD HILL PARK SHIPMAD FLAG POLE,Parques y Jardines,Manhattan,-73.920242021442,40.874438104233
DUAL LANGUAGE & ASIAN STUDIES HIGH SCHOOL,Educacion,Manhattan,-73.989581930481,40.717111763269
NYLO HOTEL,Comercial y Hoteles,Manhattan,-73.980514716566,40.782131995848
WESTSIDE MONTESSORI SCHOOL,Educacion,Manhattan,-73.975549045722,40.793041316701
BROWNSTONES HOUSES BUILDING 28,Residencial,Manhattan,-73.968312377896,40.788375663019
CAMEROON CONSULATE,Administracion Publica,Manhattan,-73.965539321815,40.772500247957
CENTRAL PARK RESERVOIR SW,Parques y Jardines,Manhattan,-73.965946221688,40.784855583409
NEW EBONY HOTEL,Comercial y Hoteles,Manhattan,-73.954083663054,40.800413460494
COLUMBIA UNIVERSITY WILLIAM & JUNE WARREN HALL,Educacion,Manhattan,-73.961175872693,40.806206720687
GEORGE BRUCE LIBRARY,Cultura,Manhattan,-73.95702690762,40.813795319266
PETER MINUIT PLAYGROUND,Parques y Jardines,Manhattan,-73.947254768941,40.794775307335
KNICKERBOCKER VILLAGE HOUSING,Residencial,Manhattan,-73.995830586723,40.711289801736
FULTON HOUSES BUILDING 11,Residencial,Manhattan,-74.003666213847,40.744453391137
SUNKEN MEADOW FIELD 38,Parques y Jardines,Manhattan,-73.917634145276,40.794320183296
ST BRIGID SCHOOL,Educacion,Manhattan,-73.980758033125,40.725052919969
ISLAMIC CULTURAL CENTER SCHOOL,Educacion,Manhattan,-73.947790494661,40.785271519167
ROCKEFELLER UNIVERSITY HESS ACADEMIC CENTER,Educacion,Manhattan,-73.954260795979,40.762820979044
FIREMEN'S MEMORIAL GARDEN,Parques y Jardines,Manhattan,-73.977948031384,40.724339871778
CORNELL TECH THE HOUSE,Educacion,Manhattan,-73.954994095633,40.755782359018
PAKISTAN CONSULATE,Administracion Publica,Manhattan,-73.969505499301,40.767486268513
SHELTERING ARMS POOL,Parques y Jardines,Manhattan,-73.955679374043,40.814841598119
TOT LOT 112,Parques y Jardines,Manhattan,-73.968033423961,40.806237373399
THE VIEW AT BATTERY PARK,Comercial y Hoteles,Manhattan,-74.014986632622,40.701465662033
JHS 167 ROBERT F WAGNER,Educacion,Manhattan,-73.958020225746,40.771823562887
WORTH SQUARE,Monumentos y Plazas,Manhattan,-73.988986946347,40.742688519389
TISCH CHILDRENS ZOO ACORN THEATER,Parques y Jardines,Manhattan,-73.970394205274,40.768517504352
DWIGHT SCHOOL ATHLETIC CENTER,Educacion,Manhattan,-73.937932473518,40.791535235169
CON EDISON HEADQUARTERS,Comercial y Hoteles,Manhattan,-73.988317955718,40.734069269922
ABC PLAYGROUND,Parques y Jardines,Manhattan,-73.986200786161,40.72186025947
PAYSON PLAYGROUND COMFORT STATION,Parques y Jardines,Manhattan,-73.929034074224,40.867427393486
HIGHBRIDGE PARK SKATEPARK,Parques y Jardines,Manhattan,-73.929602214998,40.846966943183
TBTA ROBERT MOSES BUILDING,Monumentos y Plazas,Manhattan,-73.921987973763,40.798354965007
LINCOLN CENTER - SAMUEL B. & DAVID ROSE BUILDING,Monumentos y Plazas,Manhattan,-73.984353202193,40.774152614795
CENTRAL PARK RAMBLE AREA PARKING LOT,Parques y Jardines,Manhattan,-73.967712853088,40.778437279213
COMMUNITY ACTION SCHOOL,Educacion,Manhattan,-73.970931449672,40.791551177093
LA GUARDIA HOUSES BUILDING 6,Residencial,Manhattan,-73.986303219728,40.711961524756
MS 131,Educacion,Manhattan,-73.993670503046,40.7163892689
FT TRYON PARK M4 BUS STOP,Parques y Jardines,Manhattan,-73.934154235056,40.859116376854
INDIA MISSION TO UN,Administracion Publica,Manhattan,-73.972082398725,40.750865468904
SHERMAN CREEK PARK,Parques y Jardines,Manhattan,-73.921479818294,40.858388349383
BARNARD COLLEGE,Educacion,Manhattan,-73.96329652663,40.809431706132
DEP WI ENGINEERS TRAILER 103,Monumentos y Plazas,Manhattan,-73.919236282369,40.790140559433
COOPER UNION RESIDENCE HALL,Educacion,Manhattan,-73.989474687535,40.729719109564
URBAN ASSEMBLY ACADEMY OF GOVERNMENT & LAW,Educacion,Manhattan,-73.98945049049,40.717348890988
SLOVAK MISSION TO UN,Administracion Publica,Manhattan,-73.972004823026,40.750473874336
VINCENT F ALBANO JR PLAYGROUND,Parques y Jardines,Manhattan,-73.978429317989,40.741933302698
MORGAN LIBRARY & MUSEUM,Cultura,Manhattan,-73.981589066502,40.749126734162
FOLEY SQUARE,Monumentos y Plazas,Manhattan,-74.002870517266,40.714571413809
GALLAGHERS STEAK HOUSE,Comercial y Hoteles,Manhattan,-73.983885114452,40.762834744794
CENTRAL PK RUMSEY PLAYFIELD BLDG,Parques y Jardines,Manhattan,-73.970190980727,40.772882417553
OMNI BERKSHIRE PLACE HOTEL,Comercial y Hoteles,Manhattan,-73.974860051805,40.75936516079
CITIZENM NEW YORK BOWERY HOTEL,Comercial y Hoteles,Manhattan,-73.993470526459,40.720604777386
SWEDEN MISSION TO UN,Administracion Publica,Manhattan,-73.970064792087,40.753331867363
CENTRAL PARK TOTS PLAYGROUND,Parques y Jardines,Manhattan,-73.977035615228,40.77333637077
PETER COOPER VILLAGE - 431 E20,Residencial,Manhattan,-73.978419169704,40.734669814028
LIZ CHRISTY GARDEN,Parques y Jardines,Manhattan,-73.99187836587,40.724149829125
WAGNER HOUSES,Residencial,Manhattan,-73.93211401086,40.799641040429
WORLD TRADE CENTER S CONCOURSE,Comercial y Hoteles,Manhattan,-74.011571246571,40.709981338828
STUYVESANT TOWN 250 1 AVE 240 1 AVE 405 E 14,Residencial,Manhattan,-73.981769647104,40.731660219983
LA CUEVITA COMMUNITY GARDEN,Parques y Jardines,Manhattan,-73.944337347269,40.799062859194
80 ST MARKS THEATRE,Cultura,Manhattan,-73.985773885068,40.727604704549
TEACHERS COLLEGE COLUMBIA UNIVERSITY,Educacion,Manhattan,-73.960748496296,40.810284816733
GOOD SHEPHERD SCHOOL,Educacion,Manhattan,-73.92072652664,40.869205073458
SERBIA CONSULATE,Administracion Publica,Manhattan,-73.982023076134,40.756326024166
LORRAINE HANSBERRY PARK BASKETBALL COURT,Parques y Jardines,Manhattan,-73.99250207497,40.762895291826
OUR LADY OF POMPEII SCHOOL,Educacion,Manhattan,-74.002972970564,40.730759616207
LAO CONSULATE & MISSION TO UN,Administracion Publica,Manhattan,-73.967214322341,40.755301190226
SEWARD PARK,Parques y Jardines,Manhattan,-73.989229453542,40.714798368765
WARDS ISLAND CENTRAL FIELDS SOCCER 52,Parques y Jardines,Manhattan,-73.926353703828,40.787504111235
CLUB QUARTERS HOTEL WALL STREET,Comercial y Hoteles,Manhattan,-74.008928732777,40.706774553601
SUCCESS ACADEMY CHARTER SCHOOL HUDSON YARDS,Educacion,Manhattan,-73.996373984119,40.758949256168
HENRY M JACKSON PLAYGROUND,Parques y Jardines,Manhattan,-73.981539050005,40.713991425046
WINTER GARDEN,Parques y Jardines,Manhattan,-74.015500120664,40.713187984986
PS/IS 176 BUILDING,Educacion,Manhattan,-73.924091937183,40.866403644661
CARVER HOUSES BUILDING 9,Residencial,Manhattan,-73.950299511083,40.791872920098
NEW YORK UNIVERSITY CASA ITALIANA ZERILLI-MARIMO,Educacion,Manhattan,-73.995755427338,40.735010390939
COLUMBIA UNIVERSITY KENT HALL,Educacion,Manhattan,-73.961167946725,40.807116031586
MADAME TUSSAUD'S WAX MUSEUM,Cultura,Manhattan,-73.988791427177,40.756377684734
WISE REHAB,Residencial,Manhattan,-73.967471111966,40.790945396718
WATER CLUB RESTAURANT,Monumentos y Plazas,Manhattan,-73.972368706724,40.740428561749
HARLEM LINK CHARTER SCHOOL,Educacion,Manhattan,-73.950345561053,40.798369638366
RIVERSIDE PARK BASKETBALL COURTS W 148 ST,Parques y Jardines,Manhattan,-73.95230993186,40.829680755087
ROOSEVELT ISLAND LIBRARY,Cultura,Manhattan,-73.950680725724,40.760807705849
BROWNSTONES HOUSES BUILDING 23,Residencial,Manhattan,-73.969168174429,40.7892199218
BLADE AQUA LOUNGE,Comercial y Hoteles,Manhattan,-73.973687262672,40.73525716428
RIVERSIDE PARK,Parques y Jardines,Manhattan,-73.973360551358,40.80025414723
SCHIFF MALLS,Parques y Jardines,Manhattan,-73.990639928252,40.719312791229
RIVERSIDE LIBRARY,Cultura,Manhattan,-73.984513607199,40.774240347507
GRANT PROJECTS BUILDING 5,Residencial,Manhattan,-73.957069149427,40.813192033618
COLONIAL PARK POST OFFICE,Administracion Publica,Manhattan,-73.93637310713,40.827613653366
BROWNSTONES HOUSES BUILDING 36,Residencial,Manhattan,-73.969554955274,40.788115829803
ALEXANDER HAMILTON US CUSTOM HOUSE,Administracion Publica,Manhattan,-74.013955387083,40.704299505502
WISE TOWERS COMPLEX,Residencial,Manhattan,-73.971553834808,40.789939494751
