NOMBRE_LUGAR,CATEGORIA,ZONA,LONGITUD,LATITUD
HERNANDEZ HOUSES MAIN BUILDING,Residencial,Manhattan,-73.989596501325,40.722161033657
OVER THE TRACKS TENNIS COURTS,Parques y Jardines,Manhattan,-73.965327355764,40.811995740827
FT TRYON PARK CLOISTERS LAWN,Parques y Jardines,Manhattan,-73.932717592032,40.863653407736
BLEECKER STREET THEATRE,Cultura,Manhattan,-73.994163414543,40.725923196379
SAMUEL CITY HOUSES BUILDING 7,Residencial,Manhattan,-73.938562146583,40.820388846899
DYCKMAN HOUSE MUSEUM,Cultura,Manhattan,-73.922862416782,40.86740214674
NEW AMSTERDAM THEATRE,Cultura,Manhattan,-73.988052993665,40.755924369473
WNET TV 560-2000,Comercial y Hoteles,Manhattan,-73.986669157139,40.762110840266
ROOSEVELT ISLAND SPORTSPARK,Parques y Jardines,Manhattan,-73.955193666324,40.756511920613
CENTRAL PARK WEST AREA A,Parques y Jardines,Manhattan,-73.979987079462,40.7699262232
APOLLO THEATRE 125 ST,Cultura,Manhattan,-73.950062867511,40.810020626063
DREW-HAMILTON HOUSES BUILDING 5,Residencial,Manhattan,-73.94055432484,40.820396768321
ALBANIA MISSION TO UN,Administracion Publica,Manhattan,-73.954214312776,40.772775525187
FT TRYON PARK ADA PARKING LOT,Parques y Jardines,Manhattan,-73.930953293446,40.865551463631
DEP WARDS ISLAND EFFLUENT WATER,Monumentos y Plazas,Manhattan,-73.920101712776,40.788599129139
NORTH KOREA MISSION TO UN,Administracion Publica,Manhattan,-73.971139796779,40.750893548022
HOLMES TOWERS BUILDING 1,Residencial,Manhattan,-73.945760136813,40.780776490271
CORINTHIAN BUILDING,Residencial,Manhattan,-73.972785072068,40.746504980272
PARKSIDE SCHOOL,Educacion,Manhattan,-73.977302638461,40.778343425398
COLEMAN PLAYGROUND,Parques y Jardines,Manhattan,-73.993547123594,40.711252485666
RIIS HOUSES BUILDING 8,Residencial,Manhattan,-73.973994319101,40.724979178143
AARON HIGH SCHOOL,Educacion,Manhattan,-73.983848915565,40.744709389995
PS 98 SHORAC KAPPOCK,Educacion,Manhattan,-73.917720655433,40.867876035695
PHILLIPS CLUB HOTEL,Comercial y Hoteles,Manhattan,-73.983130348638,40.774472301005
HELLS KITCHEN PARK,Parques y Jardines,Manhattan,-73.992584670313,40.762976428418
MANDELL SCHOOL PRE SCHOOL LINCOLN SQUARE,Educacion,Manhattan,-73.984343505503,40.775330755523
RIVERBANK PARK WEST ELEVATOR,Parques y Jardines,Manhattan,-73.957187017919,40.826555643266
WALD HOUSES BUILDING 7,Residencial,Manhattan,-73.976260011771,40.721853022564
AMBER CHARTER SCHOOL,Educacion,Manhattan,-73.943887509202,40.791015934811
TAFT HOUSES BUILDING 8,Residencial,Manhattan,-73.945181950024,40.797446642967
GREAT LAWN PLAYGROUND,Parques y Jardines,Manhattan,-73.964459296658,40.782466621396
ST KITTS & NEVIS MISSION TO UN,Administracion Publica,Manhattan,-73.971606450093,40.750219194399
FULTON HOUSES BUILDING 10,Residencial,Manhattan,-74.003708210122,40.744050567273
MANHATTAN BROADWAY HOTEL,Comercial y Hoteles,Manhattan,-73.991133421827,40.754670096615
LEHMAN VILLAGE GARAGE,Residencial,Manhattan,-73.947307134754,40.794216064999
HYATT HOUSE HOTEL NY CHELSEA,Comercial y Hoteles,Manhattan,-73.990676624446,40.746303990622
HIGH SCHOOL FOR LAW ADVOCACY AND COMMUNITY JUSTICE,Educacion,Manhattan,-73.985072265639,40.774682715242
VLADECK HOUSES BUILDING 2,Residencial,Manhattan,-73.983573987904,40.712259593829
WALES HOTEL,Comercial y Hoteles,Manhattan,-73.955717706443,40.784799066453
SEPTEMBER 11 MEMORIAL SOUTH REFLECTING POOL,Monumentos y Plazas,Manhattan,-74.013122407818,40.711102875901
PS 184 SHUANG WEN SCHOOL,Educacion,Manhattan,-73.985842527822,40.711419879346
CENTRAL PARK NORTH MEADOW HAND BALL COURTS,Parques y Jardines,Manhattan,-73.959545474976,40.791425505117
HANS CHRISTIAN ANDERSEN COMPLEX,Educacion,Manhattan,-73.948391962307,40.806223733865
INWOOD HILL PARK COCK HILL FORT,Parques y Jardines,Manhattan,-73.924819820019,40.875128509341
NIGERIAN CONSULATE & MISSION TO UN,Administracion Publica,Manhattan,-73.970847168123,40.751250848261
TBTA ELECTRICAL VAULT,Monumentos y Plazas,Manhattan,-73.92408817225,40.797839752151
LYCEE FRANCAIS DE NEW YORK SCHOOL,Educacion,Manhattan,-73.951609495692,40.768699720224
LOWER EAST SIDE TENEMENT MUSEUM,Cultura,Manhattan,-73.990051648565,40.718774644581
INWOOD HILL PARK NATURE CENTER,Parques y Jardines,Manhattan,-73.920189187762,40.87404969133
CHELSEA PIERS BOWLING,Parques y Jardines,Manhattan,-74.008975741206,40.746273740988
PS 102 JACQUES CARTIER,Educacion,Manhattan,-73.938526195715,40.794992510515
IMPERIAL COURT HOTEL,Comercial y Hoteles,Manhattan,-73.981620564705,40.784769048645
ONE UN NEW YORK,Comercial y Hoteles,Manhattan,-73.969183905569,40.750546705498
AMERICAN MUSEUM OF NATURAL HISTORY,Cultura,Manhattan,-73.973560813801,40.781073111599
LINCOLNTON POST OFFICE,Administracion Publica,Manhattan,-73.936284131797,40.815140091867
BILLY JOHNSON PLAYGROUND SUN HOUSE,Parques y Jardines,Manhattan,-73.969815382187,40.769955791103
TISCH CHILDRENS ZOO RABBIT EXHIBIT,Parques y Jardines,Manhattan,-73.970640448133,40.768689113664
SMITH HOUSES BUILDING 3,Residencial,Manhattan,-73.99850733596,40.709701072324
PLAYGROUND ONE,Parques y Jardines,Manhattan,-73.997450616801,40.71229669786
COLUMBIA UNIVERSITY SCHERMERHORN HALL,Educacion,Manhattan,-73.960236123781,40.808463467439
ST NICHOLAS PARK DOG RUN,Parques y Jardines,Manhattan,-73.948752002582,40.818286371461
LINCOLN HOUSES BUILDING 2,Residencial,Manhattan,-73.935544654471,40.810555136797
NEW YORK UNIVERSITY COLLEGE OF ARTS & SCIENCE,Educacion,Manhattan,-73.995643738015,40.730418174256
MANDELL SCHOOL LOWER AND UPPER SCHOOLS,Educacion,Manhattan,-73.966076259686,40.794356399095
ALICE KORNEGAY TRIANGLE,Monumentos y Plazas,Manhattan,-73.935389080901,40.806446575234
RIVER HOUSE BUILDING,Residencial,Manhattan,-73.963229016211,40.754622773173
KIMLAU ARCH,Monumentos y Plazas,Manhattan,-73.998131626656,40.713492378091
DAMROSCH PARK,Parques y Jardines,Manhattan,-73.984821825763,40.772181911033
ISAACS HOUSES BUILDING 1,Residencial,Manhattan,-73.944775242094,40.781165062568
JEFFERSON HOUSES BUILDING 18,Residencial,Manhattan,-73.939387884078,40.795623406911
CENTRAL PARK W 110 ST PLAYGROUND,Parques y Jardines,Manhattan,-73.957268931357,40.79983706173
YMCA WEST SIDE,Cultura,Manhattan,-73.980753082136,40.771000245757
GRAND CENTRAL TERMINAL,Monumentos y Plazas,Manhattan,-73.977269859626,40.752502092883
DOHMH CENTRAL HARLEM CLINIC,Administracion Publica,Manhattan,-73.937100648772,40.813904650125
GOVERNORS ISLAND SOUTH BATTERY,Parques y Jardines,Manhattan,-74.016142718651,40.687809406962
PLAYGROUND OF THE AMERICAS,Parques y Jardines,Manhattan,-74.002727646948,40.728033545343
WAGNER HOUSES BUILDING 11,Residencial,Manhattan,-73.930771625302,40.799615668517
DOI OFFICE,Administracion Publica,Manhattan,-74.007752307983,40.70718840607
SPENCE SCHOOL LOWER SCHOOL,Educacion,Manhattan,-73.955204666615,40.784958515099
SPAIN MISSION TO UN,Administracion Publica,Manhattan,-73.970205217206,40.753402630187
ABC NEWS 30 W 67 ST,Comercial y Hoteles,Manhattan,-73.979465529812,40.773367162356
TRANSFIGURATION SCHOOL UPPER CAMPUS,Educacion,Manhattan,-73.998951295317,40.712299632785
DORRANCE BROOKS SQUARE,Monumentos y Plazas,Manhattan,-73.947254394518,40.818303097068
COLUMBUS LIBRARY,Cultura,Manhattan,-73.991258431207,40.764963514598
NEW YORK UNIVERSITY SILVER SCHOOL OF SOCIAL WORK,Educacion,Manhattan,-73.995476468423,40.731059949781
ST CATHERINE'S PARK,Parques y Jardines,Manhattan,-73.958657719126,40.765170267772
CARTER HOTEL,Comercial y Hoteles,Manhattan,-73.988295446932,40.757333281629
HOLIDAY INN EXPRESS TIMES SQUARE SOUTH,Comercial y Hoteles,Manhattan,-73.986034815373,40.75051363453
MUSEUM OF THE DOG,Cultura,Manhattan,-73.97790888644,40.751045042851
ABC NEWS 47 W 66 ST,Comercial y Hoteles,Manhattan,-73.979898105396,40.773112064181
HUDSON YARDS SHOPS AND RESTAURANTS,Comercial y Hoteles,Manhattan,-74.000941406365,40.75343838783
GOUVERNEUR GARDENS BUILDING 1,Residencial,Manhattan,-73.984735935157,40.713334407981
MANHATTAN COMMUNITY COLLEGE VEHICLE ENTRANCE,Educacion,Manhattan,-74.011169023501,40.718912448382
CENTRAL PARK MINERAL SPRINGS,Parques y Jardines,Manhattan,-73.974413093548,40.77305551985
SEWARD PARK EXT HOUSES BLDG 2,Residencial,Manhattan,-73.985287759787,40.716845794031
WALTER LORD GALLERY,Cultura,Manhattan,-74.003467480395,40.707340933773
N RVR WASTEWATER TREATMENT PLANT,Administracion Publica,Manhattan,-73.958038546785,40.822970903693
CAROLINA GARDEN,Parques y Jardines,Manhattan,-73.939933571671,40.802746267506
WARWICK HOTEL,Comercial y Hoteles,Manhattan,-73.978105750705,40.762450525168
SUNKEN MEADOW FIELD 25,Parques y Jardines,Manhattan,-73.917222494399,40.793872572427
COLUMBIA UNIVERSITY DODGE HALL,Educacion,Manhattan,-73.963410558604,40.808028131056
FLATIRON BUILDING,Monumentos y Plazas,Manhattan,-73.989642771946,40.741082312368
HUDSON RIVER PARK TENNIS COURT 3,Parques y Jardines,Manhattan,-74.01124160057,40.727494592496
WALL STREET PLAZA,Comercial y Hoteles,Manhattan,-74.00608318074,40.705689103822
BROWNSTONES HOUSES BUILDING 6,Residencial,Manhattan,-73.970111829351,40.791609366567
HUMANITIES PREPARATORY ACADEMY,Educacion,Manhattan,-74.002618535373,40.743223267309
MOTT HALL HIGH SCHOOL,Educacion,Manhattan,-73.947415871257,40.817312966473
SUNKEN MEADOW FIELDS COMPLEX,Parques y Jardines,Manhattan,-73.917666588019,40.794602737039
ISAACS HOUSES,Residencial,Manhattan,-73.945061303863,40.781606864572
PS 36,Educacion,Manhattan,-73.957383332202,40.810605330394
POLO GROUNDS TOWERS BLDG 8,Residencial,Manhattan,-73.936891070207,40.831929352771
BARUCH COLLEGE CAMPUS HIGH SCHOOL,Educacion,Manhattan,-73.98593600286,40.741885983154
PARK AVENUE MALLS,Parques y Jardines,Manhattan,-73.966431736246,40.767538900086
HANSBOROUGH RECREATION CENTER,Parques y Jardines,Manhattan,-73.939428110075,40.812857967435
KIPP INFINITY CHARTER MIDDLE SCHOOL,Educacion,Manhattan,-73.957293678774,40.819691727812
NEW SCHOOL SCHOOL OF DRAMA,Educacion,Manhattan,-74.00902820344,40.736307408684
W O DECKER,Monumentos y Plazas,Manhattan,-74.003394767662,40.705372054549
PLAYGROUND 152 CLII,Parques y Jardines,Manhattan,-73.939811011573,40.827995423049
VLADECK 2 HOUSES BUILDING 21,Residencial,Manhattan,-73.980576033288,40.712572431622
GEORGE JACKSON ACADEMY,Educacion,Manhattan,-73.984566018102,40.727062049304
HIGH LINE W 18 ST ENTRANCE,Parques y Jardines,Manhattan,-74.006913553861,40.744805759333
FIT POMERANTZ ART & DESIGN CTR,Educacion,Manhattan,-73.993922297342,40.747072571129
DEP WARDS ISLAND HYPO FACILITY,Monumentos y Plazas,Manhattan,-73.921361838182,40.786941167046
ROMANIAN MISSION TO UN,Administracion Publica,Manhattan,-73.976202605153,40.748015097459
OLD SLIP PARK,Parques y Jardines,Manhattan,-74.008760691066,40.704040646251
HOTEL 31,Comercial y Hoteles,Manhattan,-73.981763834757,40.744623123301
HARLEM VILLAGE ACADEMY HIGH SCHOOL,Educacion,Manhattan,-73.944107259754,40.806547968698
MINETTA GREEN,Parques y Jardines,Manhattan,-74.001624080926,40.730314455309
WAGNER HOUSES BUILDING 6,Residencial,Manhattan,-73.930427360362,40.798452206201
EDGE OBSERVATION DECK,Monumentos y Plazas,Manhattan,-74.000211436168,40.753835911045
ALLIED CHEMICAL BUILDING,Monumentos y Plazas,Manhattan,-73.986457555883,40.756345111203
INWOOD HILL PARK STAIRWELL NEAR BEAK ST & PAYSON AVE,Parques y Jardines,Manhattan,-73.928278897804,40.868404900594
THURGOOD MARSHALL ACADEMY FOR LEARNING & SOCIAL CHANGE,Educacion,Manhattan,-73.944345995037,40.815324807787
AFFINIA MANHATTAN HOTEL,Comercial y Hoteles,Manhattan,-73.991771923195,40.748738648339
KENKELEBA HOUSE,Cultura,Manhattan,-73.982926647305,40.721956669994
RANGEL HOUSES BUILDING 4,Residencial,Manhattan,-73.937566063803,40.833102659692
CITY HALL,Administracion Publica,Manhattan,-74.006096359015,40.712813297043
ASIA SOCIETY & MUSEUM,Cultura,Manhattan,-73.96433311074,40.769822768078
THE ALLEN ROOM,Cultura,Manhattan,-73.982817368569,40.768356655825
CLASSIC PLAYGROUND,Parques y Jardines,Manhattan,-73.986321280797,40.783392689362
MINETTA PLAYGROUND,Parques y Jardines,Manhattan,-74.001338732114,40.730722641138
BRONX SHORE FIELD 6,Parques y Jardines,Manhattan,-73.924744425881,40.80165387531
THE BLUE SCHOOL,Educacion,Manhattan,-74.002524880521,40.707809751671
TURKISH CONSULATE,Administracion Publica,Manhattan,-73.975301103485,40.748996607008
LINCOLN HOUSES BUILDING 12,Residencial,Manhattan,-73.938260981786,40.811299892053
SUCCESS ACADEMY HARLEM 3 LOWER,Educacion,Manhattan,-73.942133382141,40.785224440886
BARNARD COLLEGE HARLAN FISKE HALL,Educacion,Manhattan,-73.963202033523,40.810425698424
ROBERT L CLINKSCALES PLAYGROUND,Parques y Jardines,Manhattan,-73.940091144776,40.822730599812
PS/IS 210 TWENTY-FIRST CENTURY ACADEMY FOR COMMUNITY LEADERSHIP,Educacion,Manhattan,-73.944700773113,40.829961314781
WSUR BROWNSTONES HOUSES,Residencial,Manhattan,-73.968520776068,40.788788177676
SUNKEN MEADOW FIELD 40,Parques y Jardines,Manhattan,-73.914995950741,40.7950927158
WHITBY APARTMENTS,Residencial,Manhattan,-73.989492974199,40.759825009816
HAMILTON FISH PARK LOADING DOCK AND DUMPSTERS,Parques y Jardines,Manhattan,-73.980097249874,40.719652125202
STRAUS PARK,Parques y Jardines,Manhattan,-73.968165217628,40.801777975067
WEST END SECONDARY SCHOOL,Educacion,Manhattan,-73.988487842178,40.772631303453
WASHINGTON HOUSES BUILDING 13,Residencial,Manhattan,-73.945380546119,40.789804493738
FREDERICK JOHNSON PLAYGROUND,Parques y Jardines,Manhattan,-73.93544062282,40.82470481812
SUN BRIGHT HOTEL,Comercial y Hoteles,Manhattan,-73.995752554174,40.717239049346
TBTA MANHATTAN SERVICE BUILDING,Monumentos y Plazas,Manhattan,-73.923656237008,40.797920204724
FULTON HOUSES BUILDING 1,Residencial,Manhattan,-74.004624162037,40.742565955951
BNP PARIBAS BANK,Comercial y Hoteles,Manhattan,-73.982247214964,40.761875710315
CENTRAL PARK NELL SINGER LILAC WALK,Parques y Jardines,Manhattan,-73.973563134262,40.772237514313
MAXINE GREEN HIGH SCHOOL FOR IMAGINATIVE INQUIRY,Educacion,Manhattan,-73.984967635431,40.774817668249
TOT LOT 105,Parques y Jardines,Manhattan,-73.970947694221,40.801769994366
NEW YORK UNIVERSITY PROVINCETOWN PLAYHOUSE,Cultura,Manhattan,-74.000018494507,40.730800260581
CENTRAL PARK HECKSHER BALLFIELDS,Parques y Jardines,Manhattan,-73.977045182833,40.770118202692
TRANSFIGURATION SCHOOL LOWER CAMPUS,Educacion,Manhattan,-73.999075665485,40.714791456102
CHARLTON PLAZA,Parques y Jardines,Manhattan,-74.003506196649,40.727302695894
BARUCH HOUSES BUILDING 12,Residencial,Manhattan,-73.978625014878,40.716791637037
BATTERY PARK AT SOUTH STREET,Parques y Jardines,Manhattan,-74.015139226384,40.700937805907
RIVERBANK PARK CULTURAL BUILDING,Parques y Jardines,Manhattan,-73.955981809435,40.826486096887
MASARYK TOWERS,Residencial,Manhattan,-73.980821263194,40.71799469287
COLUMBUS PARK TOWER,Residencial,Manhattan,-73.968924313376,40.79155730453
YORKVILLE EAST MIDDLE SCHOOL,Educacion,Manhattan,-73.950969120129,40.770234735129
FT TRYON PARK ABBYS LAWN,Parques y Jardines,Manhattan,-73.933158749557,40.862562847754
SCIENCE INDUSTRY AND BUSINESS LIBRARY,Cultura,Manhattan,-73.982993910857,40.748152915158
WSUR SITE A 120 WEST 94 ST HOUSES,Residencial,Manhattan,-73.969788524076,40.791885879957
PS 96 JOSEPH LANZETTA,Educacion,Manhattan,-73.937162225999,40.799923775116
600 GATEWAY PLAZA,Comercial y Hoteles,Manhattan,-74.01624065476,40.711423801023
BURKINA FASO MISSION TO UN,Administracion Publica,Manhattan,-73.965974081587,40.752358805658
CCNY COMPTON GOETHALS HALL,Educacion,Manhattan,-73.949802700489,40.821609882648
ROCKEFELLER UNIVERSITY EMERGENCY GENERATOR YORK  AVE,Educacion,Manhattan,-73.956160218266,40.763031962046
EAST HARLEM SCHOLARS ACADEMY CHARTER SCHOOL,Educacion,Manhattan,-73.948751149439,40.793669731642
EAST RIVER FIELDS SOCCER 82,Parques y Jardines,Manhattan,-73.933980007351,40.784035864741
MARRIOTT HOTEL EAST SIDE,Comercial y Hoteles,Manhattan,-73.972743843749,40.75554577725
ABE LEBEWOHL PARK,Parques y Jardines,Manhattan,-73.986984337518,40.73000564111
PIPS ISLAND PERFORMING ARTS THEATER,Cultura,Manhattan,-73.993360764396,40.758206629978
COLUMBIA UNIVERSITY URIS HALL,Educacion,Manhattan,-73.961361084393,40.808881253364
BROWNSTONES HOUSES BUILDING 12,Residencial,Manhattan,-73.967941376862,40.78873342856
BRONX SHORE FIELD 7,Parques y Jardines,Manhattan,-73.923166873184,40.801601571881
FRANCONIA BUILDING,Residencial,Manhattan,-73.977466119407,40.776605724936
NEW MUSEUM OF CONTEMPORARY ART,Cultura,Manhattan,-73.992929326527,40.722364911949
YESHIVA UNIVERSITY HIGH SCHOOL FOR BOYS,Educacion,Manhattan,-73.928679626596,40.851619196452
BOWNE AND COMPANY STATIONERS,Monumentos y Plazas,Manhattan,-74.003422490181,40.707372608635
EAST HARLEM SCHOLARS ACADEMY HIGH SCHOOL,Educacion,Manhattan,-73.945838468031,40.783345976818
ST NICHOLAS HOUSES BUILDING 10,Residencial,Manhattan,-73.948298101418,40.813469151913
JOHNSON HOUSES BUILDING 2,Residencial,Manhattan,-73.943754229949,40.797751177814
MANHATTAN COMMUNITY BOARD 9,Administracion Publica,Manhattan,-73.957282266548,40.815559988873
TISCH CHILDRENS ZOO ENCHANTED FOREST,Parques y Jardines,Manhattan,-73.970685641448,40.768538799008
CENTRAL PARK EAST 96 STREET PLAYGROUND,Parques y Jardines,Manhattan,-73.956634735462,40.787728432712
COURTYARD BY MARRIOTT HOTEL DOWNTOWN MANHATTAN WORLD TRADE CENTER AREA,Comercial y Hoteles,Manhattan,-74.012696264246,40.709357606746
MADISON SQUARE GARDEN,Parques y Jardines,Manhattan,-73.99337197381,40.750483612926
FIRST HOUSES BUILDING 2,Residencial,Manhattan,-73.985720488672,40.723459330277
NYU LANGONE SCIENCE BUILDING,Educacion,Manhattan,-73.973834681457,40.74093709525
STUYVESANT TOWN 3 STUYVESANT OVAL 1 STUYVESANT OVAL,Residencial,Manhattan,-73.978857199747,40.731433865985
LOWER EAST SIDE PLAYGROUND,Parques y Jardines,Manhattan,-73.982788704009,40.729442676101
DUARTE SQUARE,Monumentos y Plazas,Manhattan,-74.005536674867,40.722465701768
BANGLADESH MISSION TO UN,Administracion Publica,Manhattan,-73.97107967578,40.75080233926
COLUMBIA SECONDARY SCHOOL COMMUNITY GARDEN,Parques y Jardines,Manhattan,-73.959642970287,40.808393319793
COLUMBIA UNIVERSITY - KRAFT CENTER,Educacion,Manhattan,-73.965219825773,40.807473457639
EAST RIVER PARK PLAYGROUND,Parques y Jardines,Manhattan,-73.972606383115,40.724223504625
SWISS BANK TOWER,Monumentos y Plazas,Manhattan,-73.976473203868,40.757925113691
IMAGINATION PLAYGROUND JOHN ST,Parques y Jardines,Manhattan,-74.004188546223,40.706265505954
HRA MEDICAID OFFICE METROPOLITAN HOSPITAL,Administracion Publica,Manhattan,-73.944207060634,40.784747641846
FDR POST OFFICE,Administracion Publica,Manhattan,-73.968267106935,40.758427934301
NYU BROADWAY BLOCK A,Educacion,Manhattan,-73.993879811858,40.729303049496
COLUMBIA UNIVERSITY SCHAPIRO CENTER FOR ENGINEERING & PHYSICAL SCIENCE RESEARCH,Educacion,Manhattan,-73.960762700282,40.809714927946
RADIO CITY MUSIC HALL,Cultura,Manhattan,-73.97995233711,40.760029716111
ABE LINCOLN MINI POOL,Parques y Jardines,Manhattan,-73.937175143001,40.812095351064
ST VINCENT\GRENDINES MISSION,Administracion Publica,Manhattan,-73.9717654307,40.749903808048
LEX HOTEL,Comercial y Hoteles,Manhattan,-73.983449732991,40.740960390357
MCBURNEY YMCA,Cultura,Manhattan,-73.997673167315,40.737991378287
NYC MARBLE CEMETERY,Monumentos y Plazas,Manhattan,-73.98893597194,40.724747843125
JACKIE ROBINSON EDUCATIONAL COMPLEX,Educacion,Manhattan,-73.948794729729,40.793795645762
INSTITUTE OF INTERNATIONAL EDUCATION,Administracion Publica,Manhattan,-73.968523918459,40.751099737955
MICHELANGELO HOTEL,Comercial y Hoteles,Manhattan,-73.982655087295,40.761493052583
RANDALLS ISLAND BATTING CAGES,Parques y Jardines,Manhattan,-73.923220273716,40.796354545209
GUYANA CONSULATE,Administracion Publica,Manhattan,-73.992484409497,40.748995966277
PS 132 JUAN PABLO DUARTE,Educacion,Manhattan,-73.934094463457,40.850605241975
THE STANDARD HOTEL HIGH LINE,Comercial y Hoteles,Manhattan,-74.00788271917,40.74075330673
METRO NORTH PLAZA HOUSES,Residencial,Manhattan,-73.943351266865,40.787292082536
LOWER E SIDE 2 GARAGE,Residencial,Manhattan,-73.98011644304,40.72370480901
COLUMBIA UNIVERSITY PUPIN HALL,Educacion,Manhattan,-73.961439591628,40.810029042506
MS 224 MANHATTAN EAST SCHOOL FOR ARTS & ACADEMICS,Educacion,Manhattan,-73.942001775533,40.785173631153
STEPHEN A SCHWARZMAN BUILDING NY PUBLIC LIBRARY,Cultura,Manhattan,-73.982195142324,40.753158343486
YMCA CHINATOWN HESTER STREET CENTER,Cultura,Manhattan,-73.993335675592,40.716208820113
SHELTERING ARMS PLAYGROUND,Parques y Jardines,Manhattan,-73.955721335813,40.81508401648
INWOOD PLAZA,Monumentos y Plazas,Manhattan,-73.927726848352,40.865431846838
JOHN JAY SQUARE,Monumentos y Plazas,Manhattan,-73.987601909266,40.770388078152
HARLEM ART PARK,Parques y Jardines,Manhattan,-73.938786421446,40.800979671452
ST JOSEPHS SCHOOL E 87 ST,Educacion,Manhattan,-73.948009099379,40.77699825522
ST LOUIS BUILDING,Residencial,Manhattan,-73.975254280751,40.794601701152
BATTERY PARK CITY GATEWAY PLAZA,Monumentos y Plazas,Manhattan,-74.016483133098,40.711151052313
LOWER EAST SIDE I SITE 1,Residencial,Manhattan,-73.991117391596,40.720311918242
67 STREET LIBRARY,Cultura,Manhattan,-73.959537794914,40.764981840788
CHELSEA ADDITION,Residencial,Manhattan,-74.001604088466,40.74941853745
CENTRAL PARK ZOO SCHOOL,Parques y Jardines,Manhattan,-73.97093208205,40.768022926014
BANK OF AMERICA TOWER,Comercial y Hoteles,Manhattan,-73.984251133255,40.755362797354
YEMEN ARAB REP MSN,Administracion Publica,Manhattan,-73.964985921238,40.754409630113
AMSTERDAM HOUSES BUILDING 6,Residencial,Manhattan,-73.986503492066,40.773627350011
HIGHBRIDGE RECREATION CENTER,Parques y Jardines,Manhattan,-73.934281104795,40.842718106017
HELEN HAYES THEATRE,Cultura,Manhattan,-73.987774488894,40.757911302135
STUDIO 54,Cultura,Manhattan,-73.983754400834,40.764409555137
MANHATTAN FAMILY COURT,Administracion Publica,Manhattan,-74.002715379654,40.716476337876
RAMAZ MIDDLE SCHOOL,Educacion,Manhattan,-73.956960499089,40.779040510632
NIGHT HOTEL THEATER DISTRICT,Comercial y Hoteles,Manhattan,-73.984156407202,40.757213768445
DOUGLASS 1 PROJECTS BLDG 7,Residencial,Manhattan,-73.963767669906,40.796770183672
THE NEW SCHOOL STUYVESANT PARK RESIDENCE,Educacion,Manhattan,-73.983715103209,40.732537328438
FERRY HOUSE CAFE,Comercial y Hoteles,Manhattan,-74.006260872261,40.703293365227
PETER COOPER VILLAGE - 4 PCR,Residencial,Manhattan,-73.976773702359,40.734767023444
GRAND CANAL COURT,Parques y Jardines,Manhattan,-74.005029804566,40.722313500415
MAINE MONUMENT,Parques y Jardines,Manhattan,-73.980963438163,40.76824248737
NEW WORLD STAGES,Cultura,Manhattan,-73.987606503963,40.762776817587
JACKIE ROBINSON PARK,Parques y Jardines,Manhattan,-73.941131177913,40.826593267526
CHOCOLAT HOSTEL,Comercial y Hoteles,Manhattan,-73.970387822028,40.798734748663
MOZAMBIQUE MISSION TO THE UN,Administracion Publica,Manhattan,-73.965424943885,40.753418074137
BROWNSTONES HOUSES BUILDING 10,Residencial,Manhattan,-73.970343438573,40.791713575907
UNITED NATIONS HEADQUARTERS,Administracion Publica,Manhattan,-73.968971997553,40.748763308995
SUNKEN MEADOW FIELD 45,Parques y Jardines,Manhattan,-73.916392661764,40.797107717311
JACKIE ROBINSON PARK BASKETBALL COURT,Parques y Jardines,Manhattan,-73.940731172125,40.826733282561
VANCOUVER BUILDING,Residencial,Manhattan,-73.975481303164,40.794360436223
GOMPERS HOUSES BUILDING 1,Residencial,Manhattan,-73.981826397253,40.718662747974
BOOKER T WASHINGTON PLAYGROUND,Parques y Jardines,Manhattan,-73.963751029751,40.800883587427
ST ELIZABETHS SCHOOL,Educacion,Manhattan,-73.931746474401,40.853180372555
SAMUEL CITY HOUSES BUILDING 35,Residencial,Manhattan,-73.940023209035,40.819797833921
JAPAN EXTERNAL TRADE ORGANIZATION,Administracion Publica,Manhattan,-73.978589933527,40.756039441973
DOT DIVISION OF BRIDGES,Administracion Publica,Manhattan,-74.013209609061,40.708008972999
DUKE ELLINGTON STATUE,Monumentos y Plazas,Manhattan,-73.949351992809,40.796913046807
NYC LAB SCHOOL FOR COLLABORATIVE STUDIES,Educacion,Manhattan,-74.00213838871,40.742445891408
SURREY HOTEL,Comercial y Hoteles,Manhattan,-73.96402094179,40.774449654006
STUYTOWN 300 FIRST AVE,Residencial,Manhattan,-73.980608287072,40.733394176379
THE NEW SCHOOL EUGENE LANG COLLEGE,Educacion,Manhattan,-73.997552425108,40.735259290812
EAST RIVER HOUSING,Residencial,Manhattan,-73.978468480006,40.713787542329
GOVERNORS ISLAND THE OVAL,Parques y Jardines,Manhattan,-74.02131128736,40.68702121944
VLADECK HOUSES BUILDING 18,Residencial,Manhattan,-73.981066906005,40.713173274538
TAFT HOUSES BUILDING 6,Residencial,Manhattan,-73.945401060234,40.798690226586
BATTERY PARK CITY LIBRARY,Cultura,Manhattan,-74.015905217436,40.715589866317
SAMUEL CITY HOUSES BUILDING 12,Residencial,Manhattan,-73.93804746853,40.822508390752
NEW YORK UNIVERSITY LIPTON HALL,Educacion,Manhattan,-73.999385498563,40.73156471943
HELMSLEY BUILDING,Residencial,Manhattan,-73.976304285233,40.754466155096
FAMILY COMMUNITY GARDEN,Parques y Jardines,Manhattan,-73.943734924416,40.795199987312
